0.5,0.533783784,0.521008403,0.092920354,0.148220294,0.108944183,0.135615537,0.138016941
0,0.418918919,0.403361345,0.075221239,0.089073845,0.068594486,0.075049375,0.083208769
0.5,0.594594595,0.621848739,0.123893805,0.270586152,0.203765972,0.226464779,0.252615845
1,0.398648649,0.352941176,0.066371681,0.075084115,0.059852051,0.066491113,0.068261086
0,0.385135135,0.378151261,0.07079646,0.061448557,0.053799597,0.065832785,0.068261086
0,0.263513514,0.235294118,0.053097345,0.025146095,0.018493611,0.030283081,0.028400598
0,0.405405405,0.369747899,0.079646018,0.083584204,0.071620713,0.071099408,0.068261086
0,0.418918919,0.394957983,0.075221239,0.088011333,0.07464694,0.07965767,0.078226208
1,0.844594595,0.806722689,0.14159292,0.610412608,0.422999328,0.346280448,0.536621824
1,0.858108108,0.81512605,0.146017699,0.693111387,0.514794889,0.342988808,0.775784753
1,0.702702703,0.714285714,0.146017699,0.446254648,0.324478816,0.371955234,0.407075237
0.5,0.493243243,0.495798319,0.110619469,0.142199398,0.117014122,0.082290981,0.127055306
0.5,0.337837838,0.344537815,0.079646018,0.067115282,0.056489576,0.046741277,0.060288989
0,0.371621622,0.344537815,0.084070796,0.074021604,0.057162071,0.073074391,0.066268062
0,0.256756757,0.243697479,0.057522124,0.033823269,0.026227303,0.026333114,0.026407573
0.5,0.472972973,0.462184874,0.101769912,0.143084824,0.10928043,0.105990783,0.133532636
0.5,0.310810811,0.294117647,0.07079646,0.054542235,0.044720915,0.044766294,0.046337818
1,0.364864865,0.336134454,0.079646018,0.070302816,0.062542031,0.038183015,0.061285501
0.5,0.445945946,0.453781513,0.097345133,0.125199221,0.100874243,0.082290981,0.11509716
1,0.405405405,0.386554622,0.084070796,0.088896759,0.063887021,0.075049375,0.090682611
0.5,0.662162162,0.655462185,0.137168142,0.291836373,0.228648285,0.269914417,0.245142003
0.5,0.641891892,0.663865546,0.128318584,0.261731893,0.197713517,0.188281764,0.264075735
1,0.777027027,0.781512605,0.168141593,0.475473703,0.348352387,0.402238315,0.443447932
1,0.655405405,0.672268908,0.137168142,0.281565433,0.22797579,0.249506254,0.240159442
1,0.540540541,0.537815126,0.115044248,0.182574818,0.138870208,0.152732061,0.167912307
0.5,0.560810811,0.546218487,0.110619469,0.193731185,0.164088769,0.140882159,0.171898356
1,0.52027027,0.495798319,0.10619469,0.181689393,0.149966375,0.141540487,0.154459392
0,0.277027027,0.25210084,0.07079646,0.044271294,0.034297243,0.050691244,0.040358744
0,0.135135135,0.12605042,0.048672566,0.010448026,0.006388702,0.007899934,0.010961634
0,0.128378378,0.12605042,0.084070796,0.00991677,0.008069939,0.009874918,0.008470354
1,0.695945946,0.705882353,0.128318584,0.372233044,0.296234028,0.344305464,0.322371699
0.5,0.716216216,0.74789916,0.163716814,0.395431202,0.31472764,0.339697169,0.332336821
0.5,0.756756757,0.773109244,0.168141593,0.485036302,0.3399462,0.400921659,0.446935725
0.5,0.716216216,0.722689076,0.14159292,0.37347264,0.248150639,0.309414088,0.352267065
0.5,0.662162162,0.663865546,0.119469027,0.349389056,0.259583053,0.196181698,0.307424016
1,0.594594595,0.588235294,0.115044248,0.255002656,0.214525891,0.171823568,0.207772795
0.5,0.675675676,0.680672269,0.168141593,0.351336993,0.262945528,0.318630678,0.337319382
1,0.77027027,0.722689076,0.190265487,0.535505578,0.366509751,0.343647136,0.631290483
0.5,0.682432432,0.672268908,0.150442478,0.320701257,0.250840619,0.280447663,0.282511211
0.5,0.675675676,0.680672269,0.146017699,0.397379139,0.200067249,0.234364714,0.436970603
